;// 무기  , 아이템,ID의, 수정 ,,, 추가, 삭제, 발생시, 클라이언트,팀에,알려,주세요,적용안,할경우,,크래쉬,To ,클라이언트팀,CSWeaponID ,,,, 정의 코드의, 주석 참고 해, 작업해 주세요.
137,#CSO2_ITEM_NAME_m3dragon,#CSO2_ITEM_DESC_m3dragon,m3dragon,default,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_FIRE_SALAMANDER | IGNITION_ON_BODY(25),0
138,#CSO2_ITEM_NAME_qjy88,#CSO2_ITEM_DESC_qjy88,qjy88,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,1
139,#CSO2_ITEM_NAME_m16a4m203,#CSO2_ITEM_DESC_m16a4m203,m16a4m203,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
140,#CSO2_ITEM_NAME_galilsniper,#CSO2_ITEM_DESC_galilsniper,galilsniper,default,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
141,#CSO2_ITEM_NAME_svt40,#CSO2_ITEM_DESC_svt40,svt40,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
142,#CSO2_ITEM_NAME_mosinnagant,#CSO2_ITEM_DESC_mosinnagant,mosinnagant,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
143,#CSO2_ITEM_NAME_xm8carbine,#CSO2_ITEM_DESC_xm8carbine,xm8carbine,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
144,#CSO2_ITEM_NAME_hk416c,#CSO2_ITEM_DESC_hk416c,hk416c,default,item,weapon,smg,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
145,#CSO2_ITEM_NAME_m27iar,#CSO2_ITEM_DESC_m27iar,m27iar,default,item,weapon,mach,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
146,#CSO2_ITEM_NAME_svd,#CSO2_ITEM_DESC_svd,svd,default,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
147,#CSO2_ITEM_NAME_tmpmelt,#CSO2_ITEM_DESC_tmpmelt,tmpmelt,default,item,weapon,smg,0,3,0,0,0,0,5,0,0,0,none,none,0,0,,,"CRITICAL(50,1.2) | ZZ_STICKYPOOL | BLOOD_CHANGE(WATER) | WEAPONDROPOFF",0
148,#CSO2_ITEM_NAME_beowulf,#CSO2_ITEM_DESC_beowulf,50beowulf,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
149,#CSO2_ITEM_NAME_kukriknife,#CSO2_ITEM_DESC_kukriknife,kukriknife,default,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
150,#CSO2_ITEM_NAME_m99railgun,#CSO2_ITEM_DESC_m99railgun,m99railgun,default,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(100) | WEAPONDROPOFF | ZZ_OVER_CHARGE | DMG_DISSOLVE(0,80,140) | MAX_PENETRATION",0
151,#CSO2_ITEM_NAME_m3grease,#CSO2_ITEM_DESC_m3grease,m3grease,default,item,weapon,smg,0,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,1
152,#CSO2_ITEM_NAME_thompson,#CSO2_ITEM_DESC_thompson,thompson,default,item,weapon,smg,0,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,1
153,#CSO2_ITEM_NAME_bar,#CSO2_ITEM_DESC_bar,bar,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,0,0,0,0,none,none,0,0,,,,1
155,#CSO2_ITEM_NAME_t91,#CSO2_ITEM_DESC_t91,t91,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
156,#CSO2_ITEM_NAME_xt97,#CSO2_ITEM_DESC_xt97,xt97,default,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
157,#CSO2_ITEM_NAME_akmphoenix,#CSO2_ITEM_DESC_akmphoenix,akmphoenix,default,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
158,#CSO2_ITEM_NAME_tomahawkss,#CSO2_ITEM_DESC_tomahawkss,tomahawkss,default,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | ZZ_EXECUTION,0
159,#CSO2_ITEM_NAME_m60steam,#CSO2_ITEM_DESC_m60steam,m60steam,default,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(100) | WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
160,#CSO2_ITEM_NAME_awmgaussplus,#CSO2_ITEM_DESC_awmgaussplus,awmgaussplus,default,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"CRITICAL(30,1.5) | EXPUP(100) | WEAPONDROPOFF | ZZ_CHAIN_LIGHTNING | DMG_DISSOLVE(255,210,0) | GET_SPEED_CHAR_SKILLPOINT_INCREASE(0.5)",0
161,#CSO2_ITEM_NAME_mk18pulse,#CSO2_ITEM_DESC_mk18pulse,mk18pulse,default,item,weapon,rifle,0,3,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_ENERGY_BALL,0
162,#CSO2_ITEM_NAME_tmpmeltplus,#CSO2_ITEM_DESC_tmpmeltplus,tmpmeltplus,default,item,weapon,smg,0,3,0,0,0,0,5,0,0,0,none,none,0,0,,,"CRITICAL(60,1.2) | ZZ_STICKYPOOL | BLOOD_CHANGE(GOLD) | WEAPONDROPOFF",0
163,#CSO2_ITEM_NAME_m99railgunplus,#CSO2_ITEM_DESC_m99railgunplus,m99railgunplus,default,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(100) | WEAPONDROPOFF | ZZ_OVER_CHARGE | DMG_DISSOLVE(0,80,140) | MAX_PENETRATION",0
1001,#CSO2_ITEM_NAME_Leet,#CSO2_ITEM_DESC_LEET,leet,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,none,0,0,,,SKILL_AIRBOMBARDMENT,0
1002,#CSO2_ITEM_NAME_Arctic,#CSO2_ITEM_DESC_ARCTIC,arctic,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,none,0,0,,,SKILL_AIRBOMBARDMENT,0
1003,#CSO2_ITEM_NAME_GIGN,#CSO2_ITEM_DESC_GIGN,gign,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,none,0,0,,,SKILL_AIRBOMBARDMENT,0
1004,#CSO2_ITEM_NAME_SAS,#CSO2_ITEM_DESC_SAS,sas,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,none,0,0,,,SKILL_AIRBOMBARDMENT,0
1005,#CSO2_ITEM_NAME_LISA,#CSO2_ITEM_DESC_LISA,lisa,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,none,0,0,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK,0
1006,#CSO2_ITEM_NAME_MILA,#CSO2_ITEM_DESC_MILA,mila,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,none,0,0,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK,0
1007,#CSO2_ITEM_NAME_LISA01,#CSO2_ITEM_DESC_LISA01,lisa01,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,20,20,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | PASSIVE_DAMAGE_PLUS(2) | PASSIVE_HEAL(1) | POINTUP(20) | EXPUP(20),0
1008,#CSO2_ITEM_NAME_MILA01,#CSO2_ITEM_DESC_MILA01,mila01,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,20,20,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(2) | PASSIVE_HEAL(1) | POINTUP(20) | EXPUP(20),0
1009,#CSO2_ITEM_NAME_MICHAEL,#CSO2_ITEM_DESC_MICHAEL,michael,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,none,0,0,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK,0
1010,#CSO2_ITEM_NAME_Karachenko,#CSO2_ITEM_DESC_Karachenko,karachenko,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,none,0,0,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK,0
1011,#CSO2_ITEM_NAME_Leet01,#CSO2_ITEM_DESC_LEET01,leet01,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,20,20,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | POINTUP(20) | EXPUP(20),0
1012,#CSO2_ITEM_NAME_choi,#CSO2_ITEM_DESC_choi,choi,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK  | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1013,#CSO2_ITEM_NAME_yuri,#CSO2_ITEM_DESC_yuri,yuri,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK  | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1014,#CSO2_ITEM_NAME_lincoln,#CSO2_ITEM_DESC_lincoln,lincoln,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,8,8,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | PASSIVE_HEAL(0.5) | POINTUP(8) | EXPUP(8),0
1015,#CSO2_ITEM_NAME_mao,#CSO2_ITEM_DESC_mao,mao,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,8,8,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | PASSIVE_HEAL(0.5) | POINTUP(8) | EXPUP(8),0
1016,#CSO2_ITEM_NAME_marie,#CSO2_ITEM_DESC_marie,mari,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,20,15,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_FIREBLINDLY | POINTUP(15) | EXPUP(20),0
1017,#CSO2_ITEM_NAME_natalie,#CSO2_ITEM_DESC_natalie,natary,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,15,20,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_FIREBLINDLY | POINTUP(20) | EXPUP(15),0
1018,#CSO2_ITEM_NAME_707,#CSO2_ITEM_DESC_707,707,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,8,8,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | POINTUP(8) | EXPUP(8),0
1019,#CSO2_ITEM_NAME_ara,#CSO2_ITEM_DESC_ara,ara,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,8,8,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | POINTUP(8) | EXPUP(8),0
1020,#CSO2_ITEM_NAME_choi01,#CSO2_ITEM_DESC_choi01,choi01,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK  | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1021,#CSO2_ITEM_NAME_yuri01,#CSO2_ITEM_DESC_yuri01,yuri01,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK  | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1022,#CSO2_ITEM_NAME_emma,#CSO2_ITEM_DESC_emma,emma,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,15,20,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_SPLASHATTACK | POINTUP(20) | EXPUP(15),0
1023,#CSO2_ITEM_NAME_tammy,#CSO2_ITEM_DESC_tammy,tammy,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,20,15,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_SPLASHATTACK | POINTUP(15) | EXPUP(20),0
1024,#CSO2_ITEM_NAME_CARRIE,#CSO2_ITEM_DESC_CARRIE,carrie,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,20,20,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | FALLDAMAGE(50) | MOVESPEED(5) | POINTUP(20) | EXPUP(20),0
1025,#CSO2_ITEM_NAME_VIPER,#CSO2_ITEM_DESC_VIPER,viper,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,20,20,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_SPLASHATTACK | FALLDAMAGE(50) | MOVESPEED(5) | POINTUP(20) | EXPUP(20),0
1026,#CSO2_ITEM_NAME_marie01,#CSO2_ITEM_DESC_marie01,mari01,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK  | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1027,#CSO2_ITEM_NAME_natalie01,#CSO2_ITEM_DESC_natalie01,natary01,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK  | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1028,#CSO2_ITEM_NAME_heather,#CSO2_ITEM_DESC_heather,heather,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | MOVESPEED(7) | POINTUP(25) | EXPUP(25),0
1029,#CSO2_ITEM_NAME_sonya,#CSO2_ITEM_DESC_sonya,sonya,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | MOVESPEED(7) | POINTUP(25) | EXPUP(25),0
1030,#CSO2_ITEM_NAME_kwan,#CSO2_ITEM_DESC_kwan,kwan,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1031,#CSO2_ITEM_NAME_hasan,#CSO2_ITEM_DESC_hasan,hasan,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1032,#CSO2_ITEM_NAME_SAS01,#CSO2_ITEM_DESC_SAS01,sas01,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,20,20,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | POINTUP(20) | EXPUP(20),0
1033,#CSO2_ITEM_NAME_LISA02SWIM,#CSO2_ITEM_DESC_LISA02SWIM,lisa02swim,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,30,30,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | MOVESPEED(7) | PASSIVE_HEAL(1) | POINTUP(30) | EXPUP(30),0
1034,#CSO2_ITEM_NAME_MILA02SWIM,#CSO2_ITEM_DESC_MILA02SWIM,mila02swim,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,30,30,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | MOVESPEED(7) | PASSIVE_HEAL(1) | POINTUP(30) | EXPUP(30),0
1035,#CSO2_ITEM_NAME_marie_color01,#CSO2_ITEM_DESC_marie_color01,mari,color01,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25) |,0
1036,#CSO2_ITEM_NAME_tammy_color01,#CSO2_ITEM_DESC_tammy_color01,tammy,color01,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25) |,0
1037,#CSO2_ITEM_NAME_MIU,#CSO2_ITEM_DESC_MIU,miu,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,30,30,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(5) | MOVESPEED(7) | PASSIVE_HEAL(1) | POINTUP(30) | EXPUP(30),0
1038,#CSO2_ITEM_NAME_athena,#CSO2_ITEM_DESC_athena,athena,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,30,30,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(5) | MOVESPEED(7) | PASSIVE_HEAL(1) | POINTUP(30) | EXPUP(30),0
1039,#CSO2_ITEM_NAME_gsg,#CSO2_ITEM_DESC_gsg,gsg,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,8,8,,,SKILL_AIRBOMBARDMENT | SKILL_BLOODSUCKING | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(2) | POINTUP(8) | EXPUP(8),0
1040,#CSO2_ITEM_NAME_phoenix,#CSO2_ITEM_DESC_phoenix,phoenix,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,8,8,,,SKILL_AIRBOMBARDMENT | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | PASSIVE_DAMAGE_PLUS(2) | POINTUP(8) | EXPUP(8),0
1041,#CSO2_ITEM_NAME_lisa03xmas,#CSO2_ITEM_DESC_lisa03xmas,lisa03xmas,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | POINTUP(25) | EXPUP(25),0
1042,#CSO2_ITEM_NAME_mila03xmas,#CSO2_ITEM_DESC_mila03xmas,mila03xmas,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_HEAL(1) | POINTUP(25) | EXPUP(25),0
1043,#CSO2_ITEM_NAME_helga,#CSO2_ITEM_DESC_helga,helga,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | MOVESPEED(4) | POINTUP(25) | EXPUP(25),0
1044,#CSO2_ITEM_NAME_white,#CSO2_ITEM_DESC_white,white,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_HEAL(1) | MOVESPEED(4) | POINTUP(25) | EXPUP(25),0
1045,#CSO2_ITEM_NAME_sas02,#CSO2_ITEM_DESC_sas02,sas02,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,8,8,,,SKILL_AIRBOMBARDMENT | SKILL_BLOODSUCKING | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(2) | POINTUP(8) | EXPUP(8),0
1046,#CSO2_ITEM_NAME_arctic02,#CSO2_ITEM_DESC_arctic02,arctic01,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,8,8,,,SKILL_AIRBOMBARDMENT | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | PASSIVE_DAMAGE_PLUS(2) | POINTUP(8) | EXPUP(8),0
1047,#CSO2_ITEM_NAME_EMMA02SWIM,#CSO2_ITEM_DESC_EMMA02SWIM,emma02swim,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,30,30,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | MOVESPEED(7) | PASSIVE_HEAL(1) | POINTUP(30) | EXPUP(30),0
1048,#CSO2_ITEM_NAME_TAMMY02SWIM,#CSO2_ITEM_DESC_TAMMY02SWIM,tammy02swim,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,30,30,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | MOVESPEED(7) | PASSIVE_HEAL(1) | POINTUP(30) | EXPUP(30),0
1049,#CSO2_ITEM_NAME_kenji,#CSO2_ITEM_DESC_kenji,kenji,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,5,5,,,SKILL_HEALTHPACK | SKILL_BLOODSUCKING | PASSIVE_HEAL(0.2) | POINTUP(5) | EXPUP(5),0
1050,#CSO2_ITEM_NAME_joe,#CSO2_ITEM_DESC_joe,joe,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,5,5,,,SKILL_SPLASHATTACK | SKILL_FIREBLINDLY | PASSIVE_DAMAGE_PLUS(1) | POINTUP(5) | EXPUP(5),0
1051,#CSO2_ITEM_NAME_carrie01,#CSO2_ITEM_DESC_carrie01,carrie01,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | PASSIVE_HEAL(1) | FALLDAMAGE(50) | MOVESPEED(5) | POINTUP(25) | EXPUP(25),0
1052,#CSO2_ITEM_NAME_viper01,#CSO2_ITEM_DESC_viper01,viper01,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,25,25,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(4) | PASSIVE_HEAL(1) | FALLDAMAGE(50) | MOVESPEED(5) | POINTUP(25) | EXPUP(25),0
1053,#CSO2_ITEM_NAME_miu01,#CSO2_ITEM_DESC_miu01,miu01,default,item,class,class,-2,3,0,0,1,0,5,0,0,0,none,CT_ExpPoint_Group01,30,30,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(5) | PASSIVE_HEAL(1) | FALLDAMAGE(25) | MOVESPEED(7) | POINTUP(30) | EXPUP(30),0
1054,#CSO2_ITEM_NAME_athena01,#CSO2_ITEM_DESC_athena01,athena01,default,item,class,class,-2,2,0,0,1,0,5,0,0,0,none,TR_ExpPoint_Group01,30,30,,,SKILL_AIRBOMBARDMENT | SKILL_HEALTHPACK | SKILL_BLOODSUCKING | SKILL_FIREBLINDLY | SKILL_SPLASHATTACK | PASSIVE_DAMAGE_PLUS(5) | PASSIVE_HEAL(1) | FALLDAMAGE(25) | MOVESPEED(7) | POINTUP(30) | EXPUP(30),0
